path,filename,original_class,class,width,height,mode,file_hash
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Bengin cases\Bengin case (19).jpg,Bengin case (19).jpg,Bengin cases,benign,512,512,RGB,1606ae2fbd340f035416bb07f1990274
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (129).jpg,Malignant case (129).jpg,Malignant cases,malignant,512,512,RGB,fb7d806b6738c831aa5ab34278e3083d
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (180).jpg,Normal case (180).jpg,Normal cases,normal,512,512,RGB,726bc24bc02663e43ce98805f8d97bcd
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (334).jpg,Normal case (334).jpg,Normal cases,normal,512,512,RGB,c4151e82dba8de6b2208ae761908644e
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (294).jpg,Malignant case (294).jpg,Malignant cases,malignant,512,512,RGB,a2ad256027a463839fcea3e7bf9ce711
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (198).jpg,Normal case (198).jpg,Normal cases,normal,512,512,RGB,0efee4d535abd1c165270e729dc545d1
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (226).jpg,Malignant case (226).jpg,Malignant cases,malignant,801,512,RGB,0263cb19704a25426ab06c12356bb637
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (377).jpg,Malignant case (377).jpg,Malignant cases,malignant,512,512,RGB,6755904064a1ea98ebd7dd9cb556ad09
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (497).jpg,Malignant case (497).jpg,Malignant cases,malignant,512,512,RGB,69ded1b5db4a6654f07780372c4b9d47
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (499).jpg,Malignant case (499).jpg,Malignant cases,malignant,512,512,RGB,f76d75502cfd1ba843fa6bbd42a56354
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (121).jpg,Malignant case (121).jpg,Malignant cases,malignant,512,512,RGB,c3ab97fe9b7ac0f37f0b0606d2f3e4e2
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (26).jpg,Normal case (26).jpg,Normal cases,normal,512,512,RGB,24eb1ecb37b477bdb16bc8740ac82b6f
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Bengin cases\Bengin case (46).jpg,Bengin case (46).jpg,Bengin cases,benign,512,512,RGB,180a278ece10d728474e0faab02e9741
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (324).jpg,Malignant case (324).jpg,Malignant cases,malignant,512,512,RGB,31a0673b882516ce2b3a7b7de5435f2d
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (203).jpg,Malignant case (203).jpg,Malignant cases,malignant,801,512,RGB,57eb18e197e0a8a8587d1f8e49df8752
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (226).jpg,Normal case (226).jpg,Normal cases,normal,512,512,RGB,cf745e5ff8e73411d29ac24255e3850f
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (132).jpg,Normal case (132).jpg,Normal cases,normal,512,512,RGB,92b0956664c1dfd4204b2097df0efb4a
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (517).jpg,Malignant case (517).jpg,Malignant cases,malignant,512,512,RGB,612f574620e0f2afd564072435b4cc1d
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (127).jpg,Malignant case (127).jpg,Malignant cases,malignant,512,512,RGB,dfe233488ec8388b9d7f434529d9bc3c
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (118).jpg,Malignant case (118).jpg,Malignant cases,malignant,512,512,RGB,3396a9a70fba039487a7d02bd31e9bbd
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Bengin cases\Bengin case (61).jpg,Bengin case (61).jpg,Bengin cases,benign,512,512,RGB,7b10799ed6b2b37fbf254f06fd3d2957
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (321).jpg,Malignant case (321).jpg,Malignant cases,malignant,512,512,RGB,cdab203155e246b8b0094d6a588ebfd7
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (257).jpg,Normal case (257).jpg,Normal cases,normal,512,512,RGB,4564fd443c1cb5889cffe88df22da030
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (20).jpg,Normal case (20).jpg,Normal cases,normal,512,512,RGB,36816ffe8e2bd6007d6175328e65f8b4
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (366).jpg,Malignant case (366).jpg,Malignant cases,malignant,512,512,RGB,6a92926eaeac3004e924f25b6132ae54
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (125).jpg,Normal case (125).jpg,Normal cases,normal,512,512,RGB,5a006ebb877a9d842a07e92a692dc4c3
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (460).jpg,Malignant case (460).jpg,Malignant cases,malignant,512,512,RGB,ad1d600d4dadcc41ecca2cf924b78423
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (60).jpg,Normal case (60).jpg,Normal cases,normal,512,512,RGB,20e39be4d2128d38bd7a8f9156643473
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (386).jpg,Malignant case (386).jpg,Malignant cases,malignant,512,512,RGB,2b7565ea3afba6fa3b87eca06b994168
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (249).jpg,Normal case (249).jpg,Normal cases,normal,512,512,RGB,06c7cefbeb9d17bca1bf0be490db486a
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (289).jpg,Normal case (289).jpg,Normal cases,normal,512,512,RGB,53c7e7b5b55c585ab436fd64a36c695f
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (398).jpg,Normal case (398).jpg,Normal cases,normal,512,512,RGB,1f7d1592874a0269a35067daeca835d9
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (207).jpg,Normal case (207).jpg,Normal cases,normal,512,512,RGB,a3d3802500df23b7f75f771fa70a563e
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (126).jpg,Malignant case (126).jpg,Malignant cases,malignant,512,512,RGB,97381f16a05204f2db378d9ba2b7b743
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Bengin cases\Bengin case (59).jpg,Bengin case (59).jpg,Bengin cases,benign,512,512,RGB,3236c492a17c87dd6c93796029845d09
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (225).jpg,Normal case (225).jpg,Normal cases,normal,512,512,RGB,5b83ced51eb62846d6c786f8f8212487
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (425).jpg,Malignant case (425).jpg,Malignant cases,malignant,512,512,RGB,c63680c7c8093644985e33aba4d5ab14
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (19).jpg,Malignant case (19).jpg,Malignant cases,malignant,512,512,RGB,57bcc4261e27e0e6f6376631abd03e0a
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (121).jpg,Normal case (121).jpg,Normal cases,normal,512,512,RGB,bf55811429ed234c5e9e762599545f98
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (367).jpg,Malignant case (367).jpg,Malignant cases,malignant,512,512,RGB,16b64d8df0f44eb343f836377d149774
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (197).jpg,Malignant case (197).jpg,Malignant cases,malignant,512,512,RGB,8cb423d60bc8e83b6423c8ebdbc9e7a3
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (170).jpg,Malignant case (170).jpg,Malignant cases,malignant,512,512,RGB,ef76736ce03b05d085bb4628e02a232f
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (275).jpg,Normal case (275).jpg,Normal cases,normal,512,512,RGB,025a632d13d91ee9544205de8a9db7e6
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (110).jpg,Malignant case (110).jpg,Malignant cases,malignant,512,512,RGB,df90fb29f6dcb2b1dfadefa699077c34
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (469).jpg,Malignant case (469).jpg,Malignant cases,malignant,512,512,RGB,f8f85a4bd1819ac54700bf6b52199472
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (238).jpg,Normal case (238).jpg,Normal cases,normal,512,512,RGB,2b70fdff333044c30f4fcd1f112caddb
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Bengin cases\Bengin case (78).jpg,Bengin case (78).jpg,Bengin cases,benign,512,512,RGB,6257529efad3a734c54a0c68167d7027
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Bengin cases\Bengin case (108).jpg,Bengin case (108).jpg,Bengin cases,benign,512,512,RGB,df8aad1541275d5f748dcefac2e96b54
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (137).jpg,Malignant case (137).jpg,Malignant cases,malignant,512,512,RGB,7c7e1195d28979d5d579f8c3e893d3df
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (94).jpg,Normal case (94).jpg,Normal cases,normal,512,512,RGB,c3d921673d89c30bf3bad02019cf8fdd
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (146).jpg,Malignant case (146).jpg,Malignant cases,malignant,512,512,RGB,f025fbe6b0843291cf2d9a7e136d0df8
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (432).jpg,Malignant case (432).jpg,Malignant cases,malignant,512,512,RGB,232f0094fa89aa282e411557bf5f55d8
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (464).jpg,Malignant case (464).jpg,Malignant cases,malignant,512,512,RGB,be246a2544f476a5a1ecaac8eee1f2a3
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (80).jpg,Malignant case (80).jpg,Malignant cases,malignant,512,512,RGB,e6519c02034d5a19de3d88e9d2c940bc
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (407).jpg,Malignant case (407).jpg,Malignant cases,malignant,512,512,RGB,2ac359375f02c50f67205bb807574687
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (186).jpg,Malignant case (186).jpg,Malignant cases,malignant,512,512,RGB,768504526b35805a6f974c471cf4f620
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (219).jpg,Normal case (219).jpg,Normal cases,normal,512,512,RGB,57e0f705a111585caac615f16c0ead53
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (284).jpg,Normal case (284).jpg,Normal cases,normal,512,512,RGB,789f5bad474eaf20fb209f9ffc7b3692
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (206).jpg,Normal case (206).jpg,Normal cases,normal,512,512,RGB,8940431e514fcba9363544306e64ea92
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (409).jpg,Malignant case (409).jpg,Malignant cases,malignant,512,512,RGB,91cf323bf9cecaf473b128fa37bb5401
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (352).jpg,Malignant case (352).jpg,Malignant cases,malignant,512,512,RGB,7ab50d973eed3af17b60bfb2fdf371c9
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Bengin cases\Bengin case (93).jpg,Bengin case (93).jpg,Bengin cases,benign,512,512,RGB,10a61b19b4acb35d2900a09079d8dfed
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (63).jpg,Malignant case (63).jpg,Malignant cases,malignant,512,512,RGB,4036091b99e3a66b12bf5ceec780cc4c
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Bengin cases\Bengin case (12).jpg,Bengin case (12).jpg,Bengin cases,benign,512,512,RGB,deaa521ebe5b4e0a9ab905a3b67c8d75
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (242).jpg,Malignant case (242).jpg,Malignant cases,malignant,623,512,RGB,59142c006c3a25116868d7893d964302
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (53).jpg,Normal case (53).jpg,Normal cases,normal,512,512,RGB,828ab3f1f6bd8775714dcfd8a4795a64
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (320).jpg,Normal case (320).jpg,Normal cases,normal,512,512,RGB,630bd7c7d5b4dda8a3fd6575992d029d
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (147).jpg,Malignant case (147).jpg,Malignant cases,malignant,512,512,RGB,56e497939df3205fcf5707ba2c2d182c
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (108).jpg,Normal case (108).jpg,Normal cases,normal,512,512,RGB,1bb18ea1c4af3028e00f1eb79bd871e7
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (17).jpg,Normal case (17).jpg,Normal cases,normal,512,512,RGB,8e4ba91f6cd789a9cb17d8254fcb91d5
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (84).jpg,Normal case (84).jpg,Normal cases,normal,512,512,RGB,afbca1c4191616ac7a6c96bc6ee89b32
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (95).jpg,Malignant case (95).jpg,Malignant cases,malignant,512,512,RGB,03d5d08d8d88ccc34c7bda4329ecab4b
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Bengin cases\Bengin case (34).jpg,Bengin case (34).jpg,Bengin cases,benign,512,512,RGB,6f935f9833f01788d081d8ba279d53c5
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Bengin cases\Bengin case (99).jpg,Bengin case (99).jpg,Bengin cases,benign,512,512,RGB,933d4908d0cf25e2fa6429377bf14b82
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (122).jpg,Normal case (122).jpg,Normal cases,normal,512,512,RGB,45844b144ab554ffa456b1a316fb1882
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (476).jpg,Malignant case (476).jpg,Malignant cases,malignant,512,512,RGB,bda0e25f303856db74b08c02fd8f1a39
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (436).jpg,Malignant case (436).jpg,Malignant cases,malignant,512,512,RGB,a78ad81a88c5179517129fc492592663
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (21).jpg,Malignant case (21).jpg,Malignant cases,malignant,512,512,RGB,718dd352cb543db362691be1741db29c
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (48).jpg,Malignant case (48).jpg,Malignant cases,malignant,512,512,RGB,992090a31d108dd6e81f2f59ca3dea2b
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Bengin cases\Bengin case (118).jpg,Bengin case (118).jpg,Bengin cases,benign,512,512,RGB,ad9246030958bbd3cf4b93582191f3e7
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Bengin cases\Bengin case (43).jpg,Bengin case (43).jpg,Bengin cases,benign,512,512,RGB,19f54ee190b2e84310bba97e770bfb82
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (178).jpg,Malignant case (178).jpg,Malignant cases,malignant,512,512,RGB,09cb50cd61af3ea68609f36a39ffd6c8
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Normal cases\Normal case (44).jpg,Normal case (44).jpg,Normal cases,normal,512,512,RGB,8a21ff0876baaa5e5b88da788eab4e2a
