path,filename,original_class,class,width,height,mode,file_hash
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (171).jpg,Malignant case (171).jpg,Malignant cases,malignant,512,512,RGB,95db77099400a92418c1a4499a003ebd
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (172).jpg,Malignant case (172).jpg,Malignant cases,malignant,512,512,RGB,eccc8601531c6cf98b48d20d9c12ac8e
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (173).jpg,Malignant case (173).jpg,Malignant cases,malignant,512,512,RGB,01a0b3aeaa202ef55dbf1695528754ab
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (174).jpg,Malignant case (174).jpg,Malignant cases,malignant,512,512,RGB,e0f3f1bfff46be70ca1c0a60d31d981d
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (175).jpg,Malignant case (175).jpg,Malignant cases,malignant,512,512,RGB,70dd5a59fd7a9cc6fe9856998ff55cf9
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (176).jpg,Malignant case (176).jpg,Malignant cases,malignant,512,512,RGB,77da198f1e47ab65df85550c90d97267
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (177).jpg,Malignant case (177).jpg,Malignant cases,malignant,512,512,RGB,b2e6b4c1a44094ea80613d094f37e7c6
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (178).jpg,Malignant case (178).jpg,Malignant cases,malignant,512,512,RGB,09cb50cd61af3ea68609f36a39ffd6c8
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (179).jpg,Malignant case (179).jpg,Malignant cases,malignant,512,512,RGB,b4ad29f95168c7c7c5f42d04351b8d0a
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (18).jpg,Malignant case (18).jpg,Malignant cases,malignant,512,512,RGB,f1c1f3689b94a033831ccc774d7a5c17
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (180).jpg,Malignant case (180).jpg,Malignant cases,malignant,511,404,RGB,0c9ffffd1fc0453c1dcf10cd78a46969
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (181).jpg,Malignant case (181).jpg,Malignant cases,malignant,512,512,RGB,e57730c000d29615f82c6b1af1f942b0
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (182).jpg,Malignant case (182).jpg,Malignant cases,malignant,512,512,RGB,18066c57b50881557690036dbfe9a5d3
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (183).jpg,Malignant case (183).jpg,Malignant cases,malignant,512,512,RGB,934c2316e85fab3a712ef861da9ce8c1
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (184).jpg,Malignant case (184).jpg,Malignant cases,malignant,512,512,RGB,437bcfb2cf7c66d40a42e02804388f9f
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (185).jpg,Malignant case (185).jpg,Malignant cases,malignant,512,512,RGB,542b2bee29059bce84eb29b4dcd7144f
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (186).jpg,Malignant case (186).jpg,Malignant cases,malignant,512,512,RGB,768504526b35805a6f974c471cf4f620
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (187).jpg,Malignant case (187).jpg,Malignant cases,malignant,512,512,RGB,e23b97cec401efca4e67c4c12b8d60a2
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (188).jpg,Malignant case (188).jpg,Malignant cases,malignant,512,512,RGB,8320c3165d17e4b1f132cc8bb79b4266
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (189).jpg,Malignant case (189).jpg,Malignant cases,malignant,512,512,RGB,13e404dba9b8b70fb32214dfe5f8f8b8
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (19).jpg,Malignant case (19).jpg,Malignant cases,malignant,512,512,RGB,57bcc4261e27e0e6f6376631abd03e0a
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (190).jpg,Malignant case (190).jpg,Malignant cases,malignant,512,512,RGB,81612ae02993f1db9da7db5c7a2bc86f
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (191).jpg,Malignant case (191).jpg,Malignant cases,malignant,512,512,RGB,2f5eb09745d6be2d997fbe9a236a6977
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (192).jpg,Malignant case (192).jpg,Malignant cases,malignant,512,512,RGB,d211f04105e31802f33ca15fb8d4fbbe
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (193).jpg,Malignant case (193).jpg,Malignant cases,malignant,512,512,RGB,07c4908d1904db825de5c4a0ea2a7f3f
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (194).jpg,Malignant case (194).jpg,Malignant cases,malignant,512,512,RGB,69c11085965ee6f06f8503ec3acbc7bf
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (195).jpg,Malignant case (195).jpg,Malignant cases,malignant,512,512,RGB,a12f3455a94c47836f315f4d8897f8f8
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (196).jpg,Malignant case (196).jpg,Malignant cases,malignant,512,512,RGB,a94a0e296c72fcf29938b9dde5e3b528
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (197).jpg,Malignant case (197).jpg,Malignant cases,malignant,512,512,RGB,8cb423d60bc8e83b6423c8ebdbc9e7a3
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (198).jpg,Malignant case (198).jpg,Malignant cases,malignant,512,512,RGB,bebf2ba35ce64edc88f42b8ba4bc662e
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (199).jpg,Malignant case (199).jpg,Malignant cases,malignant,512,512,RGB,151f02e4d55e3285f485bc65c954edee
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (2).jpg,Malignant case (2).jpg,Malignant cases,malignant,512,512,RGB,44877cbe779a2e6b452135dea0fd3b5e
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (20).jpg,Malignant case (20).jpg,Malignant cases,malignant,512,512,RGB,9726f977a4342967398a1adb42c971b5
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (200).jpg,Malignant case (200).jpg,Malignant cases,malignant,801,512,RGB,993eaa1b303d7557b9c4dbf532cb943c
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (201).jpg,Malignant case (201).jpg,Malignant cases,malignant,801,512,RGB,25f4449ba26b5171d3c17ee60d86da54
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (202).jpg,Malignant case (202).jpg,Malignant cases,malignant,801,512,RGB,aab6b69ced7e33f9b954a58e3d977e6d
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (203).jpg,Malignant case (203).jpg,Malignant cases,malignant,801,512,RGB,57eb18e197e0a8a8587d1f8e49df8752
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (204).jpg,Malignant case (204).jpg,Malignant cases,malignant,801,512,RGB,483fca734f2c4e50ab3fa0b4b699982e
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (205).jpg,Malignant case (205).jpg,Malignant cases,malignant,801,512,RGB,35e42dcdf264aadc7ab819906e071bd1
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (206).jpg,Malignant case (206).jpg,Malignant cases,malignant,801,512,RGB,bb2c21e17d188628d78d6f752a13438a
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (207).jpg,Malignant case (207).jpg,Malignant cases,malignant,801,512,RGB,85225f8c4826bbd56c64ca902b28d89f
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (208).jpg,Malignant case (208).jpg,Malignant cases,malignant,801,512,RGB,8db86bf33b451a10b10657b206960e8e
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (209).jpg,Malignant case (209).jpg,Malignant cases,malignant,801,512,RGB,ef53eeeedf1d0989e07339d7cac3c0d2
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (21).jpg,Malignant case (21).jpg,Malignant cases,malignant,512,512,RGB,718dd352cb543db362691be1741db29c
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (210).jpg,Malignant case (210).jpg,Malignant cases,malignant,801,512,RGB,c6111c73daf5a1e5d17ee2e41f2307cf
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (211).jpg,Malignant case (211).jpg,Malignant cases,malignant,801,512,RGB,5bbe2cb6a56c9e3d6b9d23628d6ea334
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (212).jpg,Malignant case (212).jpg,Malignant cases,malignant,801,512,RGB,9a7fc962468f99fd5b06c12eb66fdacb
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (213).jpg,Malignant case (213).jpg,Malignant cases,malignant,801,512,RGB,011e567b9e02fec0ee4bcf7711ce4ea0
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (214).jpg,Malignant case (214).jpg,Malignant cases,malignant,801,512,RGB,60194f2f7cf42dc4e88e41807a26d4fd
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (215).jpg,Malignant case (215).jpg,Malignant cases,malignant,801,512,RGB,804e4a4138b9c677e7821102dc913b75
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (216).jpg,Malignant case (216).jpg,Malignant cases,malignant,801,512,RGB,af3a9eb4af21a4c28cf909c8ce9712d2
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (217).jpg,Malignant case (217).jpg,Malignant cases,malignant,801,512,RGB,6d159e8a819b7d306ce683487a80c8c9
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (218).jpg,Malignant case (218).jpg,Malignant cases,malignant,801,512,RGB,35cd5a3c4c46ceb2780ed56b4885a19c
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (219).jpg,Malignant case (219).jpg,Malignant cases,malignant,801,512,RGB,f8a00f577eb5e6c52a7cdde3d9e7806d
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (22).jpg,Malignant case (22).jpg,Malignant cases,malignant,512,512,RGB,e3a8ec05b2f9b9ed9836939afe5d2f7b
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (220).jpg,Malignant case (220).jpg,Malignant cases,malignant,801,512,RGB,e9495bdbaee689f0e92f0a46dcb64ba2
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (221).jpg,Malignant case (221).jpg,Malignant cases,malignant,801,512,RGB,e775304fd1b9b21dbad251eb13e89024
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (222).jpg,Malignant case (222).jpg,Malignant cases,malignant,801,512,RGB,9e77f2d24188a01b7ea095b6b5288bca
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (223).jpg,Malignant case (223).jpg,Malignant cases,malignant,801,512,RGB,2cd023088422744d7b3f2a908c6bc0b9
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (224).jpg,Malignant case (224).jpg,Malignant cases,malignant,801,512,RGB,7653bdbb11670bf090e5b0a819d3b0f1
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (225).jpg,Malignant case (225).jpg,Malignant cases,malignant,801,512,RGB,3e2d16d07aefed956159cc49e171a973
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (226).jpg,Malignant case (226).jpg,Malignant cases,malignant,801,512,RGB,0263cb19704a25426ab06c12356bb637
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (227).jpg,Malignant case (227).jpg,Malignant cases,malignant,801,512,RGB,3b0de1c21111ef52af07efd2c5c6e53f
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (228).jpg,Malignant case (228).jpg,Malignant cases,malignant,623,512,RGB,eaaf3f7bbf1a22903bd508a5dbd37aa5
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (229).jpg,Malignant case (229).jpg,Malignant cases,malignant,623,512,RGB,ca7f4f145d5132d659e48436eb12e766
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (23).jpg,Malignant case (23).jpg,Malignant cases,malignant,512,512,RGB,33f79428b36489df5cd320b699e6f44f
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (230).jpg,Malignant case (230).jpg,Malignant cases,malignant,623,512,RGB,6e8ee3d7de4562a6d2e414aebf1d2b5a
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (231).jpg,Malignant case (231).jpg,Malignant cases,malignant,623,512,RGB,aace9429628ff333cef38ed92e22368d
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (232).jpg,Malignant case (232).jpg,Malignant cases,malignant,623,512,RGB,70b038342e17a5683ed23ab836102bc6
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (233).jpg,Malignant case (233).jpg,Malignant cases,malignant,623,512,RGB,968fdfeba5d22a19f675cfeb54e38c82
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (234).jpg,Malignant case (234).jpg,Malignant cases,malignant,623,512,RGB,643b013da4be76ace9306e9bb73495e8
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (235).jpg,Malignant case (235).jpg,Malignant cases,malignant,623,512,RGB,3d38fce0909c10bce9091f27623b8ce1
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (236).jpg,Malignant case (236).jpg,Malignant cases,malignant,623,512,RGB,421ab4859fd504bf6a27b14e462d827e
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (237).jpg,Malignant case (237).jpg,Malignant cases,malignant,623,512,RGB,b71385252285f5249f38cec048679cfd
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (238).jpg,Malignant case (238).jpg,Malignant cases,malignant,623,512,RGB,3675c95d6c8b861a1694f3674bd7ddcf
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (239).jpg,Malignant case (239).jpg,Malignant cases,malignant,623,512,RGB,56060e64b29a614c912eee9d35350fe2
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (24).jpg,Malignant case (24).jpg,Malignant cases,malignant,512,512,RGB,a2899e77d9874d9020ed779ef30c583d
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (240).jpg,Malignant case (240).jpg,Malignant cases,malignant,623,512,RGB,b5dc08dff2dbbeb09c0e8f4574d301be
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (241).jpg,Malignant case (241).jpg,Malignant cases,malignant,623,512,RGB,9afc097f537ec2a4cdf70a0ff11b73e1
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (242).jpg,Malignant case (242).jpg,Malignant cases,malignant,623,512,RGB,59142c006c3a25116868d7893d964302
C:\Users\Usuario\.cache\kagglehub\datasets\adityamahimkar\iqothnccd-lung-cancer-dataset\versions\2\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (243).jpg,Malignant case (243).jpg,Malignant cases,malignant,623,512,RGB,164daa0f5cf09330c8ec2756c785414b
